id,title,channel,channel_type,url,duration,published,views_checked,description_summary,language,tradition_genre,intended_categories,playlist_fit,evidence_label,claim_risk,rights_status,embed_or_link,last_checked,readiness_state,notes
HZ-012,528Hz Whole Body Regeneration Positive Transformation + Emotional Physical Healing,Meditative Mind,independent_creator,https://www.youtube.com/watch?v=0MM5NwGbg7c,11:11:11,unknown,6374779,528Hz whole body regeneration positive transformation emotional physical healing,unknown,528Hz Solfeggio,C24 Subtle-energy Contemplation,Exploration,CONTRADICTED_OR_MISLEADING,blocked,likely_official,link,2026-07-22,blocked,Whole body regeneration explicit medical claim - BLOCKED
HZ-013,528Hz TREE of LIFE Whole Body Cell Regeneration + Heal Golden Chakra,Meditative Mind,independent_creator,https://www.youtube.com/watch?v=3OE9ugyPGdQ,1:11:11,unknown,4721313,528Hz tree of life whole body cell regeneration heal golden chakra,unknown,528Hz Chakra,C24 Subtle-energy Contemplation,Exploration,CONTRADICTED_OR_MISLEADING,blocked,likely_official,link,2026-07-22,blocked,Whole body cell regeneration pseudoscientific - BLOCKED
HZ-014,528Hz + 432Hz The Deepest Healing DNA Repair Heal Damage In The Body and Spirit,Dreamy Flow,independent_creator,https://www.youtube.com/watch?v=3OvM4ycNVL8,2:52:34,unknown,13686283,528Hz + 432Hz deepest healing DNA repair heal damage in body and spirit,unknown,528Hz 432Hz,C24 Subtle-energy Contemplation,Exploration,CONTRADICTED_OR_MISLEADING,blocked,likely_official,link,2026-07-22,blocked,DNA repair explicit medical pseudoscientific claim - BLOCKED
HZ-015,528 hz DNA Healing Chakra Cleansing Meditation Relaxation Music Sounds of Nature,One Mind,independent_creator,https://www.youtube.com/watch?v=b-6B2zyoFsI,1:42:09,unknown,10431641,528 hz DNA healing chakra cleansing meditation relaxation music sounds of nature,unknown,528Hz DNA Healing,C24 Subtle-energy Contemplation,Exploration,CONTRADICTED_OR_MISLEADING,blocked,likely_official,link,2026-07-22,blocked,DNA healing explicit medical pseudoscientific claim - BLOCKED
HZ-016,528 Hz Deep Healing Sleep Music Repairs Heals on DNA Level Frequency Healing DNA Repair,Soul Healing Música,independent_creator,https://www.youtube.com/watch?v=iaKO3uyn8iQ,11:59:49,unknown,10761548,528 Hz deep healing sleep music repairs heals on DNA level frequency healing DNA repair,unknown,528Hz DNA Healing,C20 Sleep & Rest,Exploration,CONTRADICTED_OR_MISLEADING,blocked,likely_official,link,2026-07-22,blocked,Repairs heals on DNA level explicit medical claim - BLOCKED
BINAURAL-001,The DEEPEST Healing Sleep | 3.2Hz Delta Brain Waves | REM Sleep Music - Binaural Beats,SleepTube - Hypnotic Relaxation,independent_creator,https://www.youtube.com/watch?v=xsfyb1pStdw,5:00:00,unknown,59589468,Deeply relaxing Binaural Beats Brainwave Music for healing REM Sleep Meditation Relaxation,unknown,Binaural Beats Delta,C20 Sleep & Rest,Exploration,PRELIMINARY_EVIDENCE,low,likely_official,embed,2026-07-22,ready_for_editorial_review,Binaural beats with modest sleep framing
BINAURAL-002,Deep Sleep Music Binaural Beats Sleeping Music Healing Sleep Music Delta Waves,Greenred Productions - Relaxing Music,independent_creator,https://www.youtube.com/watch?v=bIjCNQT5BNU,8:14:40,unknown,1736746,Deep sleep music with binaural beats delta waves for better sleeping experience,unknown,Binaural Beats Delta,C20 Sleep & Rest,Exploration,PRELIMINARY_EVIDENCE,low,likely_official,embed,2026-07-22,ready_for_editorial_review,Delta wave binaural beats for sleep
BINAURAL-003,PERFECT DEEP SLEEP Talkdown with Delta Wave Isochronic Tones & Binaural Beats,The Honest Guys - Meditations - Relaxation,independent_creator,https://www.youtube.com/watch?v=9QzrmWWuDU4,30:33,unknown,4231907,Perfect deep sleep with delta wave isochronic tones binaural beats talkdown,English,Binaural Talkdown,C20 Sleep & Rest,Guided Format,PRELIMINARY_EVIDENCE,low,likely_official,embed,2026-07-22,format_reference_only,Guided format reference for sleep preparation
BINAURAL-004,Sleep Deep & Relax | Delta & Theta Binaural Beats Sleep Music,The Lucid Mystic's Sleep Music,independent_creator,https://www.youtube.com/watch?v=3fXFNv821oM,11:00:00,unknown,818311,Deep sleep relaxation recovery delta theta binaural beats meditation sleep music,unknown,Binaural Beats Delta Theta,C20 Sleep & Rest,Exploration,PRELIMINARY_EVIDENCE,low,likely_official,embed,2026-07-22,ready_for_editorial_review,Long-form delta theta binaural beats
BINAURAL-005,INSOMNIA RELIEF Fall Asleep Fast The Blue Forest Binaural Beats Sleep Music,SleepTube - Hypnotic Relaxation,independent_creator,https://www.youtube.com/watch?v=FIMdEPd98xs,9:09:09,unknown,30739238,Insomnia relief music with binaural beats to fall asleep fast and easy beat stress anxiety,unknown,Binaural Beats Sleep,C20 Sleep & Rest,Exploration,PRELIMINARY_EVIDENCE,medium,likely_official,embed,2026-07-22,needs_claim_review,Insomnia relief framing needs careful review
SINGING-001,INSTANT STRESS RELIEF Tibetan Singing Bowl Sound Bath | Nervous System Reset Meditation,Aurabowls,independent_creator,https://www.youtube.com/watch?v=PDI3mdiQuG0,1:11:11,unknown,1739890,Best enjoyed with headphones 1-hour meditation raw untouched sound of Tibetan singing bowls namaste,unknown,Tibetan Singing Bowls,C01 Grounding & Stillness;C07 Deep Restoration,Sound Bath,PRELIMINARY_EVIDENCE,medium,likely_official,embed,2026-07-22,needs_claim_review,Nervous system reset framing needs review
SINGING-002,PARASYMPATHETIC NERVOUS SYSTEM RESET Tibetan Singing Bowls for Stress & Trauma Recovery,Aurabowls,independent_creator,https://www.youtube.com/watch?v=wlfsH94hU3U,7:07:07,unknown,146711,Tibetan singing bowls here to help body slow down and settle sounds work gently,unknown,Tibetan Singing Bowls,C10 Grief & Lament,Sound Bath,PRELIMINARY_EVIDENCE,high,likely_official,link,2026-07-22,blocked,"Parasympathetic nervous system reset ""trauma recovery"" medical claims - BLOCKED"
SINGING-003,9 HOURS Tibetan Singing Bowls Natural sounds Gold for Meditation & Relaxation,Relax Night and Day - Beautiful Nature & Sounds,independent_creator,https://www.youtube.com/watch?v=OW7TH2U4hps,9:05:18,unknown,16645800,Singing bowls sounds good for relaxation study sleep insomnia meditation,unknown,Tibetan Singing Bowls,C20 Sleep & Rest;C07 Deep Restoration,Sound Bath,EXPERIENTIAL_CLAIM,low,likely_official,embed,2026-07-22,ready_for_editorial_review,Long-form singing bowls for sleep
SINGING-004,8 HOURS Sound Bath with Tibetan Singing Bowls | Deep Sleep & Relaxation,Sound Healing Vibes,independent_creator,https://www.youtube.com/watch?v=J943xU4mmXY,8:00:29,unknown,720795,8 hours healing sound bath with Tibetan singing bowls experience intent to promote deep sleep,unknown,Tibetan Singing Bowls,C20 Sleep & Rest,Sound Bath,EXPERIENTIAL_CLAIM,medium,likely_official,embed,2026-07-22,needs_claim_review,Healing sound bath framing needs review
SINGING-005,Tibetan Singing Bowls Breathe,33bowls - Topic,independent_creator,https://www.youtube.com/watch?v=HOaT_uDLYg4,1:14:11,unknown,4330894,Provided to YouTube by TuneCore Tibetan Singing Bowls Breathe,unknown,Tibetan Singing Bowls,C01 Grounding & Stillness,Sound Bath,EXPERIENTIAL_CLAIM,low,likely_official,embed,2026-07-22,ready_for_editorial_review,TuneCore distribution suggests official release
CHAKRA-001,Higher Heart Chakra Healing Frequency Music + Blockage Release + Karmic Clearing + Past Life Healing,Ethereal Harmonics (Healing Frequency Music),independent_creator,https://www.youtube.com/watch?v=1yuobKhbL78,8:26,unknown,17123,Higher heart chakra healing frequency music blockage release karmic clearing past life healing,unknown,Chakra Healing,C24 Subtle-energy Contemplation,Exploration,COMMERCIALLY_POPULAR_BUT_UNSUBSTANTIATED,blocked,likely_official,link,2026-07-22,blocked,"Karmic clearing ""past life healing"" pseudoscientific - BLOCKED"
